fips5,age65_pct,median_age,no_vehicle_workers,total_workers,bachelors_pct,unemp_rate,year,poverty_pct,disability_pct,limited_english_pct,no_vehicle_pct
06013,15.8,39.9,2.2,553536,44.1,5.8,2021,8.2,11.1,5.7,0.00039744479130535327
06015,17.9,40.1,2.0,8939,16.1,7.5,2021,17.3,18.7,1.1,0.022373867322966774
06017,21.5,46.2,1.7,85493,36.8,4.7,2021,8.7,12.1,1.4,0.001988466892026248
06019,12.1,32.6,2.3,403192,22.6,8.8,2021,20.2,13.1,9.8,0.0005704478263457608
06021,16.2,35.5,0.8,11856,14.9,7.1,2021,15.1,13.4,7.2,0.0067476383265856945
06023,18.1,39.1,3.1,57701,31.2,9.4,2021,20.3,17.4,1.5,0.005372523873069791
06025,12.8,32.5,1.2,57287,15.2,13.9,2021,21.0,14.4,25.2,0.0020947160786915007
06027,23.2,44.5,1.5,8159,27.3,4.3,2021,10.8,16.0,1.3,0.01838460595661233
06029,10.9,32.1,2.4,346503,17.6,8.9,2021,19.4,11.2,9.0,0.0006926346958034995
06031,10.3,32.1,2.5,55733,14.3,9.1,2021,16.4,12.2,13.9,0.004485672761200725
06033,22.7,44.6,1.2,24536,17.5,10.1,2021,16.8,19.6,2.3,0.00489077274209325
06035,14.7,37.3,2.1,8513,11.8,6.9,2021,13.9,16.9,3.0,0.02466815458710208
06037,13.7,37.0,3.9,4753898,34.0,7.0,2021,13.9,10.1,12.1,8.203794023346735e-05
06039,13.9,34.3,1.5,56553,16.4,10.5,2021,19.6,13.7,10.7,0.002652379184128163
06041,22.4,47.1,1.5,127959,60.1,5.2,2021,6.9,9.2,3.8,0.001172250486483952
06043,28.2,51.6,3.8,6827,28.9,9.7,2021,13.2,18.5,2.0,0.05566134466090522
06045,22.4,43.6,2.0,37623,24.5,8.5,2021,15.8,19.0,2.7,0.005315897190548335
06047,11.1,31.3,2.4,103796,14.1,11.1,2021,19.4,12.8,12.2,0.0023122278315156654
06049,28.1,47.8,1.1,2978,19.7,9.9,2021,19.6,17.8,3.5,0.03693754197447952
06051,15.0,40.3,3.8,7238,29.5,2.4,2021,10.0,7.9,3.0,0.05250069079856314
06053,13.7,34.9,1.7,191033,26.5,5.5,2021,12.2,8.8,10.7,0.0008898986039061313
06055,19.3,42.1,1.8,68679,37.0,4.9,2021,7.7,12.2,5.3,0.0026208884811951254
06057,27.5,50.1,1.2,45924,38.7,4.2,2021,10.5,13.7,0.8,0.0026130128037627383
06059,14.8,38.5,1.9,1562454,42.1,5.4,2021,9.9,8.8,7.9,0.00012160358000939547
06061,19.4,42.1,1.4,183134,41.6,4.3,2021,7.0,10.8,1.9,0.0007644675483525723
06063,28.3,51.8,1.4,7495,23.0,8.2,2021,11.9,16.5,0.9,0.01867911941294196
06065,14.3,36.0,1.6,1020284,23.5,7.2,2021,12.0,11.4,8.3,0.00015681908174586685
06067,14.1,36.6,2.4,715334,32.0,6.6,2021,13.3,11.8,6.2,0.0003355076090329832
06069,12.7,35.7,1.3,29892,20.5,7.1,2021,7.7,10.0,8.1,0.004348989696239797
06071,11.6,33.8,2.0,926022,21.9,7.5,2021,14.3,11.4,6.2,0.00021597759016524448
06073,14.1,36.3,2.5,1618547,40.3,6.6,2021,10.7,10.0,6.0,0.000154459524499443
06075,15.9,38.7,21.5,500344,59.5,5.3,2021,10.3,10.1,10.6,0.004297043633979822
06077,12.6,34.6,1.7,314888,19.5,7.3,2021,13.5,12.2,8.5,0.0005398744950585605
06079,20.2,39.7,1.9,128905,36.7,5.1,2021,12.0,12.4,2.3,0.0014739536868236297
06081,16.2,40.0,2.7,400489,52.5,4.6,2021,6.2,8.1,7.8,0.0006741758200599768
06083,15.2,33.9,2.8,207493,35.1,6.1,2021,13.4,10.2,7.0,0.0013494431137435962
06085,13.6,37.5,2.8,979075,54.4,4.5,2021,6.7,8.2,10.1,0.0002859842197993004
06087,16.8,38.5,1.8,132141,41.9,6.4,2021,10.9,11.3,5.0,0.0013621813063318727
06089,20.4,41.5,2.7,73769,22.6,6.5,2021,14.2,18.2,1.0,0.003660074014830078
06091,27.8,45.9,0.0,1334,22.3,9.0,2021,8.2,13.5,0.0,0.0
06093,25.5,47.1,2.0,16021,21.5,7.9,2021,16.7,18.2,1.3,0.012483615254977841
06095,15.9,38.5,2.1,210032,27.8,6.0,2021,8.9,12.1,4.7,0.0009998476422640361
06097,19.9,42.5,1.6,245200,37.1,5.1,2021,8.7,11.6,4.1,0.0006525285481239804
06099,13.0,34.4,1.6,227453,17.9,8.4,2021,13.6,12.8,7.4,0.000703442029781977
06101,15.2,35.8,2.1,41164,20.0,7.6,2021,12.6,13.2,7.1,0.005101545039354776
06103,19.6,40.0,3.9,25121,17.0,8.1,2021,18.0,19.0,2.3,0.015524859679152899
06105,27.8,53.9,0.8,5379,18.6,5.8,2021,22.5,19.0,1.2,0.014872652909462726
06107,11.3,31.3,1.8,181690,15.2,10.2,2021,19.8,11.4,15.9,0.0009906984424018933
06109,26.2,48.6,1.6,20686,24.6,8.1,2021,9.9,19.8,0.7,0.00773469979696413
06111,15.7,38.7,1.5,402256,34.0,5.6,2021,8.9,11.0,5.8,0.0003728968617000119
06113,12.5,31.5,3.0,99145,43.1,5.6,2021,17.2,10.2,6.3,0.0030258711987493064
06115,12.5,33.2,2.4,32181,17.7,6.5,2021,15.2,15.1,2.9,0.007457816724154004
06001,14.6,38.4,4.8,827327,50.9,4.9,2022,9.2,9.5,8.0,0.0005801817177488465
06003,25.5,43.0,1.8,638,39.6,4.9,2022,13.7,13.5,0.5,0.2821316614420063
06005,26.9,49.6,2.4,15508,20.6,6.0,2022,7.8,18.1,1.5,0.015475883415011608
06007,18.2,36.5,2.3,91975,30.8,7.1,2022,18.2,16.4,2.2,0.0025006795324816525
06009,28.8,52.1,2.0,17014,21.4,6.2,2022,13.1,21.3,0.4,0.011755025273304338
06011,15.1,36.0,1.4,9477,14.3,7.4,2022,10.9,13.1,9.4,0.014772607365199957
06013,16.4,40.1,2.1,556391,44.5,5.8,2022,8.3,11.2,6.0,0.00037743241713111825
06015,19.2,40.0,2.4,9607,17.7,6.3,2022,14.3,19.3,1.5,0.02498178411574893
06017,22.2,46.2,1.9,86127,38.0,4.6,2022,8.6,12.3,1.4,0.0022060445621001545
06019,12.5,32.8,2.5,411511,23.4,8.6,2022,19.5,12.9,9.7,0.0006075171745105233
06021,16.9,35.8,1.3,12118,14.9,7.7,2022,15.3,12.7,5.9,0.010727842878362766
06023,18.9,39.5,3.7,58327,31.1,9.2,2022,19.8,17.9,1.6,0.006343545870694533
06025,13.2,32.6,1.1,59335,15.9,13.2,2022,21.1,14.2,24.6,0.0018538805089744672
06027,23.8,44.6,3.0,8094,29.0,4.9,2022,11.9,16.7,0.9,0.037064492216456635
06029,11.3,32.2,2.5,351806,18.3,8.4,2022,19.3,11.4,8.9,0.0007106189206551338
06031,10.5,32.1,2.1,56893,14.7,9.2,2022,16.2,12.4,13.0,0.0036911395074965287
06033,23.2,44.5,1.1,24313,18.2,10.4,2022,16.6,19.8,2.2,0.004524328548513141
06035,15.2,37.2,2.4,8909,12.1,7.9,2022,15.2,17.9,2.2,0.02693905039847345
06037,14.2,37.4,3.9,4737721,34.6,7.0,2022,13.7,10.6,12.0,8.231805967468325e-05
06039,14.2,34.4,1.8,57706,17.2,11.1,2022,20.1,13.9,9.6,0.0031192596956988875
06041,23.2,47.4,2.0,126445,61.1,5.8,2022,7.0,9.6,3.9,0.001581715370319111
06043,29.3,51.6,3.5,7072,28.9,6.2,2022,16.0,18.9,1.3,0.04949095022624434
06045,23.3,43.7,2.1,36841,24.0,9.1,2022,16.2,18.7,2.2,0.005700171005130154
06047,11.4,31.5,2.6,106381,14.6,10.7,2022,18.5,12.8,12.2,0.002444045459245542
06049,29.7,47.5,1.0,3184,23.8,7.6,2022,16.9,17.4,2.1,0.031407035175879394
06051,15.7,40.5,2.6,7400,31.7,1.9,2022,11.3,8.0,3.7,0.03513513513513514
06053,14.3,35.1,1.8,189526,27.1,5.3,2022,12.3,9.2,10.5,0.0009497377668499309
06055,20.2,42.5,1.8,66906,37.8,5.2,2022,7.9,12.2,5.3,0.002690341673392521
06057,28.4,50.2,1.3,44318,38.8,4.4,2022,10.4,13.7,1.0,0.002933345367570739
06059,15.4,38.7,2.1,1563277,42.8,5.4,2022,9.7,9.1,8.0,0.00013433319878690725
06061,20.0,42.3,1.6,187335,42.4,4.3,2022,6.8,11.2,2.0,0.000854084928070035
06063,29.6,52.3,1.1,7380,21.2,8.0,2022,10.9,18.2,1.1,0.014905149051490514
06065,14.8,36.3,1.6,1048421,24.1,6.7,2022,11.4,11.6,7.2,0.00015261044942823542
06067,14.6,36.8,2.6,727094,32.6,6.3,2022,13.1,12.3,6.2,0.00035758787722082704
06069,13.2,35.7,1.6,30710,22.0,6.2,2022,7.5,10.7,7.5,0.005210029306414849
06071,11.9,33.9,2.0,946303,22.4,7.2,2022,13.8,11.4,6.2,0.00021134879631576778
06073,14.7,36.7,2.5,1622954,41.0,6.3,2022,10.6,10.4,6.0,0.0001540401021840422
06075,16.7,39.3,20.8,487526,59.8,5.4,2022,10.5,10.8,10.9,0.00426643912324676
06077,13.0,34.8,1.9,325292,20.3,7.2,2022,12.9,12.2,8.1,0.000584090601674803
06079,21.1,40.0,2.0,129192,38.0,5.0,2022,12.6,13.0,2.1,0.001548083472660846
06081,16.9,40.3,2.8,393729,52.9,4.5,2022,6.4,8.7,7.6,0.0007111490390598609
06083,15.9,34.3,2.9,204766,35.7,6.0,2022,13.5,10.9,6.7,0.0014162507447525467
06085,14.1,37.7,3.1,975427,55.3,4.4,2022,6.9,8.6,10.2,0.0003178095336708949
06087,17.7,39.2,2.1,129470,42.5,5.9,2022,11.4,11.7,4.6,0.0016219973739090138
06089,21.1,41.7,2.2,74304,22.8,6.6,2022,13.3,18.1,1.0,0.002960809646856159
06091,31.2,54.9,0.0,1216,23.9,5.6,2022,12.6,14.8,0.0,0.0
06093,26.4,47.2,2.3,15974,22.0,7.4,2022,16.7,18.0,1.3,0.014398397395768122
06095,16.5,38.8,2.0,209755,28.2,5.9,2022,9.0,12.4,5.0,0.000953493361302472
06097,20.6,42.7,1.7,242102,37.8,5.2,2022,8.9,11.8,4.2,0.0007021833772542152
06099,13.3,34.5,1.6,229451,18.2,8.2,2022,13.7,12.7,7.3,0.0006973166384108154
06101,15.7,36.0,3.1,41767,20.6,7.6,2022,13.3,13.8,6.6,0.007422127516939211
06103,19.9,40.3,2.5,24769,18.2,7.4,2022,16.2,18.7,2.1,0.010093261738463402
06105,27.7,53.2,0.3,5176,19.2,7.4,2022,22.0,15.7,1.3,0.00579598145285935
06107,11.5,31.5,1.8,184620,15.6,9.0,2022,18.5,11.8,14.1,0.0009749756256093597
06109,27.3,48.7,1.8,19951,24.4,8.3,2022,11.4,21.3,0.4,0.009022104155180191
06111,16.3,39.0,1.7,402639,34.7,5.3,2022,9.0,11.3,5.9,0.0004222144402305787
06113,13.0,32.0,2.8,100577,43.3,5.3,2022,17.4,10.4,6.0,0.0027839366853256707
06115,12.9,33.5,2.3,33422,17.4,7.4,2022,15.4,16.0,3.3,0.006881694692118963
06001,14.9,38.7,5.0,829369,51.5,5.2,2023,9.2,9.9,8.3,0.0006028679634758473
06003,21.8,41.1,4.0,772,42.1,3.6,2023,12.3,10.7,0.0,0.5181347150259068
06005,27.2,49.9,1.5,15671,22.4,6.1,2023,7.8,16.5,1.8,0.009571820560270563
06007,18.2,36.3,2.2,90852,31.7,7.1,2023,18.3,16.3,2.4,0.002421520715009026
06009,28.7,52.0,2.1,17617,22.2,5.9,2023,13.4,21.1,0.3,0.011920304251575184
06011,15.3,35.7,1.6,9188,14.5,8.4,2023,10.8,13.1,8.9,0.0174140182847192
06013,16.7,40.3,2.4,554692,44.9,5.9,2023,8.3,11.2,6.1,0.0004326725462058223
06015,19.8,40.8,3.0,10022,21.0,6.4,2023,11.6,20.5,1.5,0.029934144881261223
06017,22.8,46.1,2.0,85927,38.8,4.8,2023,8.3,12.5,1.5,0.0023275571124326466
06019,12.7,33.2,2.6,413265,23.9,8.5,2023,18.7,13.1,9.3,0.0006291362684960013
06021,16.8,35.9,1.5,12523,16.5,7.4,2023,12.4,13.2,7.1,0.011977960552583248
06023,19.3,39.6,3.7,58287,32.1,8.7,2023,18.9,18.5,1.5,0.006347899188498294
06025,13.5,33.0,1.4,60149,16.1,12.6,2023,19.6,14.8,23.8,0.0023275532427804286
06027,24.4,45.6,2.9,8327,31.8,2.7,2023,10.5,15.9,0.9,0.034826468115767985
06029,11.6,32.4,2.6,353983,18.6,8.4,2023,19.0,11.9,8.5,0.000734498549365365
06031,10.6,32.3,2.1,57406,13.9,9.8,2023,16.8,12.6,11.4,0.0036581541999094174
06033,23.6,44.2,1.0,24030,17.7,11.5,2023,16.7,20.6,2.1,0.004161464835622139
06035,16.0,37.8,2.6,9354,13.2,7.6,2023,13.7,18.1,2.3,0.02779559546717982
06037,14.7,37.9,4.1,4705602,35.5,7.0,2023,13.6,10.9,12.1,8.713019078111577e-05
06039,14.4,34.6,2.1,58341,17.1,10.6,2023,19.9,14.9,9.5,0.0035995269193191755
06041,23.3,47.3,2.0,123715,60.5,6.1,2023,7.8,9.7,4.3,0.0016166188416926
06043,29.4,51.6,4.2,7269,30.9,6.9,2023,13.9,18.4,1.4,0.05777961205117624
06045,24.1,43.9,2.1,36396,24.9,9.3,2023,15.2,18.5,2.1,0.005769864820309925
06047,11.6,31.8,2.6,107310,14.8,10.8,2023,18.4,12.8,12.5,0.00242288696300438
06049,31.0,49.0,0.6,3092,23.0,6.0,2023,20.3,18.9,3.3,0.019404915912031046
06051,16.4,40.3,6.1,7525,34.3,2.0,2023,11.0,7.7,3.3,0.08106312292358803
06053,14.5,35.3,1.9,187975,27.9,5.1,2023,12.6,9.4,10.3,0.0010107727091368532
06055,20.6,42.8,2.1,66491,38.5,5.1,2023,8.4,12.8,5.2,0.003158322178941511
06057,28.9,50.3,1.5,43247,39.5,4.7,2023,10.6,13.8,0.9,0.003468448678521054
06059,15.8,39.1,2.1,1561569,43.4,5.3,2023,9.5,9.3,7.9,0.00013448012863984877
06061,20.2,42.4,1.9,190489,42.9,4.5,2023,6.7,11.4,2.1,0.0009974329226359528
06063,29.8,52.1,0.5,6939,20.5,9.7,2023,10.7,21.3,1.0,0.007205649228995533
06065,15.1,36.7,1.9,1064271,25.1,6.6,2023,11.1,11.9,6.4,0.00017852595814411932
06067,14.9,37.2,2.9,729635,33.3,6.4,2023,12.6,12.7,6.2,0.00039745900347433987
06069,13.5,35.9,1.5,31004,22.4,6.0,2023,7.8,10.5,8.1,0.004838085408334409
06071,12.3,34.4,2.1,951784,22.9,7.1,2023,13.6,11.8,6.3,0.00022063829608398545
06073,15.0,37.1,2.6,1627877,42.1,6.2,2023,10.4,10.7,5.9,0.0001597172267929334
06075,17.2,39.7,20.6,474659,60.1,5.6,2023,10.6,11.2,10.8,0.004339957738081444
06077,13.3,35.2,2.1,331583,21.6,7.4,2023,12.6,12.5,8.1,0.0006333255926872005
06079,21.6,40.2,2.2,128498,39.2,5.1,2023,12.8,13.0,2.2,0.001712088904107457
06081,17.3,40.6,3.1,386605,53.1,4.5,2023,6.5,9.0,7.9,0.0008018520195031104
06083,16.2,34.5,2.9,202844,35.9,6.1,2023,13.8,11.1,6.4,0.00142967009130169
06085,14.4,37.9,3.3,971394,55.9,4.5,2023,6.9,8.8,10.4,0.0003397179723160736
06087,18.3,39.6,2.2,128338,43.6,5.6,2023,11.2,11.2,4.4,0.0017142233788901185
06089,21.2,41.7,2.1,74434,23.3,6.2,2023,13.0,18.2,1.1,0.0028212913453529304
06091,34.5,56.0,2.3,1059,24.4,12.2,2023,12.3,17.3,0.0,0.21718602455146363
06093,27.2,47.4,2.5,16009,23.1,7.7,2023,16.6,17.5,1.1,0.015616215878568306
06095,16.9,39.1,2.1,206848,28.4,5.9,2023,9.7,12.8,5.3,0.0010152382425742575
06097,21.0,42.7,1.8,239742,37.8,5.2,2023,8.6,12.1,4.2,0.0007508071176514754
06099,13.6,34.8,1.7,232981,19.1,7.8,2023,13.1,12.5,7.4,0.0007296732351565149
06101,16.1,36.4,2.6,41493,20.2,7.0,2023,14.8,14.5,7.0,0.006266117176391198
06103,20.0,40.1,2.2,24688,18.8,6.7,2023,15.4,18.1,2.4,0.008911211924821777
06105,29.3,54.8,0.3,4959,18.0,5.9,2023,18.0,17.7,0.4,0.006049606775559589
06107,11.7,31.9,1.8,186521,15.8,8.8,2023,17.8,12.0,12.6,0.0009650387891979991
06109,27.7,48.8,2.3,20252,23.9,7.9,2023,10.7,21.2,0.5,0.011356903021923761
06111,16.9,39.4,1.8,400619,35.7,5.5,2023,9.0,11.5,5.8,0.00044930470097524083
06113,13.3,32.3,2.5,101489,44.1,5.3,2023,16.3,10.8,5.5,0.0024633211481047204
06115,13.1,33.9,2.9,34118,17.9,7.3,2023,15.3,16.0,3.1,0.008499912069875139
06001,16.4,39.5,5.7,858737,53.4,4.9,2024,8.7,10.5,9.3,0.0006637655067849644
06007,19.1,36.4,2.8,91929,31.2,7.6,2024,19.5,16.3,3.2,0.0030458288461747652
06013,18.0,41.1,2.6,546458,46.2,7.6,2024,8.4,10.4,6.7,0.0004757913691445637
06017,25.4,46.3,1.4,89861,42.4,2.8,2024,7.8,14.2,,0.0015579617409109624
06019,13.5,34.0,4.3,437683,24.7,8.7,2024,18.3,14.1,9.2,0.0009824461996467762
06023,21.2,41.5,2.7,55888,34.6,7.4,2024,18.4,19.6,2.3,0.004831090752934441
06025,14.1,34.0,4.2,64710,18.9,11.5,2024,19.6,14.0,24.9,0.006490496059341678
06029,12.5,33.3,3.6,367022,19.3,8.7,2024,18.9,13.6,7.6,0.0009808676319130734
06031,11.4,33.0,2.1,61101,16.1,12.8,2024,12.3,12.9,8.6,0.0034369322924338395
06033,24.9,43.0,,24262,16.1,11.9,2024,21.6,25.1,3.4,
06037,16.1,38.9,4.5,4834507,37.2,6.1,2024,13.3,11.6,12.5,9.308084567878379e-05
06039,14.9,34.8,1.9,65858,16.3,7.7,2024,18.0,12.0,11.7,0.002884994989219229
06041,25.0,48.2,3.3,123945,61.5,4.3,2024,11.1,10.4,4.0,0.0026624712574125618
06045,26.2,44.8,2.5,37700,23.3,5.8,2024,12.1,18.4,5.6,0.00663129973474801
06047,12.0,32.2,2.7,122309,15.7,8.6,2024,18.7,11.8,14.5,0.0022075235673580853
06053,15.9,36.0,2.4,194837,28.8,4.1,2024,13.8,8.8,11.1,0.0012317988883015032
06055,22.8,43.7,2.4,65567,40.6,4.5,2024,6.6,13.5,5.0,0.0036603779340216875
06057,30.1,50.9,4.5,46187,48.2,5.0,2024,8.6,14.2,1.3,0.009743001277415723
06059,17.4,40.2,2.0,1604650,44.7,4.2,2024,9.7,10.2,8.2,0.000124637771476646
06061,21.1,42.8,1.7,202400,42.3,4.6,2024,7.0,12.6,2.0,0.0008399209486166007
06065,16.1,37.6,2.3,1142182,26.2,5.5,2024,9.6,13.0,6.2,0.0002013689587123593
06067,16.0,38.1,3.1,757909,35.6,6.2,2024,12.0,14.2,7.1,0.0004090200802471009
06069,14.3,35.9,2.0,33173,26.9,6.7,2024,7.2,9.1,,0.006028999487535044
06071,13.3,35.3,2.5,995490,24.1,5.9,2024,12.5,13.0,6.3,0.00025113260806236125
06073,16.3,37.8,2.8,1674562,45.2,5.1,2024,10.0,11.8,6.0,0.00016720790272321955
06075,18.5,40.5,23.7,468430,60.9,5.8,2024,11.3,12.9,10.9,0.005059453920543091
06077,14.0,36.2,2.5,353127,25.4,7.9,2024,12.8,12.7,7.6,0.0007079605920816024
06079,23.3,41.2,1.9,126101,40.2,5.1,2024,13.1,13.7,0.9,0.0015067287333169442
06081,18.9,41.5,2.8,394856,54.9,4.0,2024,7.1,9.5,9.8,0.0007091192738618636
06083,17.4,34.8,2.6,201472,38.6,6.5,2024,16.3,12.0,7.3,0.0012905019059720458
06085,15.6,38.3,3.4,996180,57.3,5.2,2024,7.0,9.3,11.4,0.0003413037804412857
06087,20.4,40.5,2.0,122678,44.1,5.5,2024,11.8,13.2,5.6,0.0016302841585288316
06089,22.2,41.8,2.1,78097,25.0,5.0,2024,14.7,17.6,1.3,0.0026889637245988965
06095,18.5,39.7,2.8,204889,29.7,6.8,2024,10.2,14.3,5.3,0.0013665936189839376
06097,23.0,43.4,2.2,239045,40.1,5.1,2024,8.2,13.6,4.3,0.0009203288083833589
06099,14.4,35.2,1.9,235076,19.7,8.3,2024,14.2,13.6,7.6,0.0008082492470520172
06101,18.3,39.3,,43072,23.0,5.0,2024,11.5,17.5,8.7,
06103,20.2,39.8,,26995,15.0,6.5,2024,21.6,16.9,,
06107,12.4,32.4,2.2,199216,18.3,10.3,2024,20.3,14.0,7.6,0.001104328969560678
06111,18.6,40.2,1.8,410969,37.6,5.2,2024,9.3,11.9,5.1,0.00043798924006433577
06113,13.9,32.1,4.8,101102,46.8,9.2,2024,18.2,13.9,6.5,0.004747680560226306
06115,13.4,34.8,,38214,18.7,5.7,2024,10.4,17.4,3.9,
